Service PCN,NSN,COVID Critical Status,COVID Core Status,FSC,NIIN,Description,LoB,Sub-LoB,CITS Channel,Oracle Channel,NPA Code,NPA Name,CITS Customer,Oracle Customer,Contract Number,Prime/Non-Prime,Sales,Quantity,FY,Month,FYP,MONTHP,OP Description,OP Grouping,JS Grouping,Textile Grouping,Textile PGC,WI Category,WI Sub-Category,WI Point Size,WI Color,Marketing Main Category,Marketing Sub Category
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,"CAPP, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,8824.53,,2017,Jun,2017,Jun,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,"CAPP, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1591.2,,2017,Feb,2017,Feb,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,"CAPP, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1591.2,,2017,Apr,2017,Apr,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-922-9469,NON COVID-19 Critical,Non COVID-19 Core,8105,00-922-9469,"""Piddle Pak"" Crew Relief Bag - Sponge Type",Commodity,C-Medical,Commercial,Oracle Channel N/A,MOK,ALPHAPOINTE,Belgian Embassy Military Supply Office,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,7956.0,,2017,Jun,2017,Jun,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Department of Defense,Oracle Channel N/A,MOK,ALPHAPOINTE,United States Army,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,167.89,,2017,Jul,2017,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,MOK,ALPHAPOINTE,TXS-San Antonio (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,503.67,,2017,Jul,2017,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,MOK,ALPHAPOINTE,TXS-San Antonio (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,503.67,,2017,Aug,2017,Aug,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,Noble Supply & Logistics,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1846.79,,2017,Jun,2017,Jun,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,Noble Supply & Logistics,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,839.4499999999999,,2017,Jul,2017,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,Noble Supply & Logistics,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1175.23,,2017,Aug,2017,Aug,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,MOK,ALPHAPOINTE,KSW-Wichita (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,167.89,,2017,Sep,2017,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,MOK,ALPHAPOINTE,KSW-Wichita (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,167.89,,2017,Jun,2017,Jun,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,Embassy Products & Logistics,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,671.56,,2017,Sep,2017,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,"Caprice Electronics, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,671.56,,2017,Jun,2017,Jun,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,"CAPP, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,335.78,,2017,Sep,2017,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,"CAPP, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,2350.46,,2017,Jul,2017,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,8105-00-835-7212,COVID-19 Critical,Non COVID-19 Core,8105,00-835-7212,Motion Sickness Bag,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,MOK,ALPHAPOINTE,"CAPP, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,503.67,,2017,Aug,2017,Aug,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Personal Care,Personal Items
,6510-00-786-3736,COVID-19 Critical,Non COVID-19 Core,6510,00-786-3736,Isopropyl Alcohol Pad,Commodity,C-Medical,Department of Defense,Oracle Channel N/A,FLL,"LIGHTHOUSE WORKS, INC.",DLA Troop Support,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,4371.0,,2017,Dec,2017,Dec,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WECsys,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1687.0,,2018,Nov,2018,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WECsys,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,96.4,,2018,Dec,2018,Dec,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Stephens Office Supply,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,964.0,,2018,Aug,2018,Aug,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,482.0,,2018,Sep,2018,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,482.0,,2018,Apr,2018,Apr,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,964.0,,2018,Sep,2018,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,7037.200000000001,,2018,Oct,2018,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,2361.8,,2018,Nov,2018,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,3566.8,,2018,May,2018,May,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1060.4,,2018,Mar,2018,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,2361.8,,2018,Jun,2018,Jun,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1542.4,,2018,Jul,2018,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,3229.4,,2018,Jan,2018,Jan,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,3759.6,,2018,Feb,2018,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,4289.8,,2018,Dec,2018,Dec,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,819.4000000000001,,2018,Aug,2018,Aug,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1976.2,,2018,Apr,2018,Apr,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC","JC Global Supply, LLC",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,289.20000000000005,,2018,May,2018,May,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,482.0,,2018,Mar,2018,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,482.0,,2018,Jul,2018,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,964.0,,2018,Feb,2018,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Grainger,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,482.0,,2018,Apr,2018,Apr,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC","Caprice Electronics, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,964.0,,2018,Nov,2018,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC","Caprice Electronics, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,337.40000000000003,,2018,May,2018,May,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC","Caprice Electronics, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1108.6,,2018,Jun,2018,Jun,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC","Caprice Electronics, Inc.",Oracle Customer N/A,NON-Contract Data,NON-Contract Data,48.2,,2018,Jul,2018,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",AZP-Phoenix (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,144.60000000000002,,2018,Jun,2018,Jun,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",AZP-Phoenix (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,482.0,,2018,Dec,2018,Dec,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1846,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1846,First Aid Kit - 8 Person,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",AZP-Phoenix (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,241.0,,2018,Aug,2018,Aug,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WIM - Milwaukee-Industries (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,218.64,,2018,Jul,2018,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WECsys,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,218.64,,2018,Nov,2018,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Stephens Office Supply,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,655.92,,2018,Aug,2018,Aug,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",OKO-Oklahoma (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,-218.64,,2018,Jan,2018,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,12462.48,,2018,Sep,2018,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,6340.56,,2018,Oct,2018,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,4591.44,,2018,Nov,2018,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,7215.12,,2018,May,2018,May,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1823,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1823,First Aid Kit - 50 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,2623.68,,2018,Mar,2018,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
